"RR","Steep","Elev","TreeDens","CosAsp","PatchSize","SoilpH","SoilD","CanCov"
178,-0.895657821790095,7428.13816647204,442.537199085918,-0.925635668449104,3.9501304848842,0.892155997625033,0.838293251706757,35.646056696227
255,14.8742487278315,6306.56977537393,330.364703793094,-0.388425858225673,15.5207204508787,0.597093236943219,0.490563030855869,29.3287715219895
187,11.8646677476915,7117.09093880314,317.567875427568,-0.78706896584481,3.07889480024025,0.657113100662285,0.614333351005618,36.4843289544816
218,24.3316761685667,5977.12450082568,254.415622533585,0.421606212854385,14.4090316968269,0.438722535480111,0.552619490396301,32.3901736072283
204,21.9230556795356,7316.10949823889,257.21669476317,-0.0185940018855035,10.5299872261885,0.456103105339087,0.387283261817415,29.9477474375438
248,26.4017083604296,6955.22967301136,150.853798972504,-0.460958560463041,4.79107050298202,0.218029570056661,0.398208291368762,27.8177706547688
201,22.940408971555,6334.88311061354,274.397991080435,0.654642502777278,8.97468661616268,0.614017469996944,0.491347484218298,31.248005439419
204,31.9398832599556,5927.85817790746,251.318566730299,-0.260308606550097,8.33271892868718,0.426505322362738,0.391381494857118,26.6484886036648
209,28.7268815723055,4710.1367455126,338.974602738771,0.607783503830433,12.7810066128601,0.698742996377252,0.257583135272795,27.0455424747772
185,23.0892606380026,5840.9762845646,359.183328623299,-0.75969150243327,6.21905233406013,0.789058476403844,0.479606548801649,29.2774820897867
226,22.971189776029,7247.72352764184,183.1637104137,0.635971611831337,12.4461937311484,0.315403956135291,0.467432918063404,31.5611639466012
209,14.7208567840062,7055.184021765,333.882302790926,-0.680433844216168,9.82194819935097,0.453235008599638,0.493566812108708,28.2240063247411
211,39.5022822305486,5872.98951249821,205.901443079475,-0.587533733807504,9.08550578005512,0.31861783470277,0.145735113400622,26.7701740100087
201,28.8477546794955,5523.56068946855,320.094625068575,0.080502818338573,13.0659709154932,0.595877479494103,0.396884708182511,32.5305133420767
231,17.5289603558503,6253.09873542503,293.234777505292,-0.224774375557899,11.3266118280583,0.55840884846509,0.602048052869656,36.2197281029532
228,23.4339212456245,6115.4709170718,293.638648577565,0.394999233074486,9.9083342145492,0.706564639542962,0.481003402312093,25.1636979738956
238,22.4120777146309,6026.02343566653,269.882844283836,-0.741800769697875,6.62456940971797,0.413016349657033,0.527370453294661,29.2661474399164
230,28.1571353362319,5675.36380757451,319.84963778292,0.976949640084058,19.6903600080311,0.716854531301918,0.44673235803497,30.0080493202406
286,34.7601602794195,5424.84534805092,168.013599785252,0.936912266071886,14.7419033351321,0.363643685852039,0.194010362631642,26.1327512928112
189,4.10768637073296,7921.2533814035,446.782654499836,0.910511829890311,14.7227974535306,0.893049651301416,0.772741331804256,32.1285703671269
212,14.2685015556295,6046.15665406565,353.609686355838,0.208502944558859,11.6142840338725,0.751384431279069,0.718786201496352,32.9965229831048
195,30.7803669463778,5576.22659165635,241.067564369522,-0.880736967548728,0.871789512611452,0.435566233822615,0.388132482163509,27.7129267501456
229,25.2282042815423,6084.03940511613,245.93074289155,-0.00808893190696836,7.5625066459016,0.447678406334635,0.393075285737909,28.4510918837571
259,32.2358498958971,6226.74988255587,150.038376458201,-0.532949995715171,0.952681180571009,0.324096666438891,0.286827511823055,25.4092119613131
209,16.3538079406525,6330.6066108512,316.678985692589,0.0409906054846942,13.4085979623094,0.870151248568873,0.644429148706801,31.0236162942657
134,-5.34004148790809,8105.0221179414,482.227919354798,-0.636433561332524,8.25919969346644,1.06471936871104,0.912868025529332,37.973799414972
204,7.59782321253461,7770.90541800408,335.063336866635,0.411627721041441,15.6363004318692,0.789699291874292,0.667270926906002,33.0195193101976
190,33.8577430619856,5373.15656907277,261.690258247729,-0.925470628309995,-3.33200773418779,0.520628602372819,0.210590067604543,30.5098597068912
217,25.4301907967942,6702.93912829473,267.745662254309,-0.790486552752554,2.04513670312289,0.566053721876595,0.318245327691725,29.1491345901824
185,22.160805891215,6659.93742235618,285.730880098201,-0.872945674229413,1.98095746802914,0.474935897923016,0.304314704042554,26.7995718263381
269,22.0086236342788,5896.70252023335,233.540894687844,0.915201584808528,17.0496839415986,0.450188686834642,0.57293160907779,33.2466636146409
232,15.3899646906826,6090.36419578852,372.158478836017,-0.146727146115154,5.18768981302082,0.770032507341603,0.463619846115642,30.9285115209022
189,9.95383193932839,7585.89782364274,405.232126809214,0.0737497322261333,11.9397896783641,0.874225842053759,0.509836404552102,29.2083173447977
256,11.1609927685596,7037.76691393282,345.559517413406,0.938018572982401,14.6345319294665,0.609318385800669,0.702647243249418,29.4962217443829
202,10.1000630959312,7830.16124017399,250.831266764869,0.956153186038136,10.3144285136648,0.584468855493518,0.458549432421242,31.4631287756045
238,26.2375112893306,5796.23307656468,223.968767700922,0.0136411585845053,8.49546990517672,0.457123808165577,0.510674926560026,32.6367429476333
182,32.3782955901541,4913.66206751965,284.309370204765,0.646525656338781,14.5741767680024,0.643097441077212,0.470285332594687,33.3910252543181
269,17.9059679556444,6625.66293669726,217.708547109427,-0.205199870280921,6.62681160319528,0.513853976808889,0.52088601657692,32.0000560680277
244,16.0085609042621,7384.69444716199,239.741694810319,0.41963960044086,15.7206240922194,0.467838383698615,0.558158560771233,33.3375030209025
247,29.960728561379,6577.23759347922,233.714135580999,0.853133135475218,18.1955572993564,0.430519877726347,0.348317351042857,31.6456843202518
243,20.175428417893,6356.6278104498,341.928090872211,-0.490211578086019,11.5273262593575,0.687365420721121,0.38878847831386,29.7680252591753
196,22.2326237709563,6998.77017121756,331.879112410921,0.230160444043577,11.7846545241506,0.614108274559564,0.547460494764905,30.388836091803
239,17.2656323111901,6824.4865024408,339.360383676627,0.354825314134359,15.1798096255751,0.720391262641848,0.635991551258238,33.4088628123229
216,24.4867094537497,6784.55116648771,321.850812800868,0.0282701239921153,11.9975429895885,0.595918639206544,0.458104615719075,32.1111852696127
199,18.7267388310747,6351.97786819781,315.770250231206,0.580380211118609,16.3216173686876,0.708445675023229,0.403030041059296,33.6411561089645
254,23.6283433605084,6159.64396291496,279.462314102872,0.279274756088853,16.6913396382825,0.588887133578161,0.437274006754819,29.6743132795301
221,4.27330424016332,7166.96396947853,417.890949065736,0.849651562049985,16.8217064760829,0.896308758503819,0.844713742873218,33.1492037996934
227,48.1413527099139,4532.52103281234,119.948935071335,0.28117228159681,11.0392923668181,0.133424049721382,0.0904251956768744,22.0957151380381
223,4.95468434562175,7200.11491721875,384.685963241787,-0.543527568224818,5.31639573591741,0.914294777636314,0.900621414230024,40.6193775728828
189,13.9505149031352,7665.11314805141,286.72024164684,0.854788396507502,15.0608048239707,0.427163971252045,0.576822018939224,36.3019055256888
211,6.82329592208996,7164.48324849537,311.767653466423,-0.509238692000508,6.87503823526369,0.674892734386124,0.725917278390163,33.8426123022132
235,22.5080637858769,7546.45651368547,282.913003173706,0.64451305475086,14.8642967935548,0.548605963700665,0.424586903520962,28.7388726851713
287,21.5782630648306,6374.9334062392,207.179180856279,0.214201285503805,11.4367151794029,0.290781750233106,0.406122917470352,29.596453632453
208,32.1393446831329,6073.35815625578,248.587704917694,-0.84678359143436,1.92504981878871,0.620349011482098,0.264062367964978,27.4298597775006
239,25.8035724918874,6167.44285312551,340.399774749582,-0.796796709299088,3.5565046517259,0.59677562907901,0.420460680287093,29.6941797170376
248,12.8140117839087,7034.0600763673,333.598065500058,0.486134120263159,13.4711737087014,0.883058324828077,0.624166474329149,32.0476812663527
184,23.7416599023817,6999.72278167736,271.296182495137,-0.491918939631432,9.78880610931234,0.475119605491897,0.59645748628335,33.4371680236284
285,8.60351179702535,7545.93599034209,296.496881476384,0.330620683263987,18.3257467218606,0.505176832439934,0.526564246847726,32.2410153140856
210,15.6958080994985,7478.22763810159,284.211767696455,-0.594735159073025,10.420255178222,0.444079692604464,0.430104895886029,32.5760559912595
210,21.6805834104937,5811.84188100069,354.656653928813,0.396302439738065,16.9928553935073,0.640831552892383,0.597185186604956,29.8789924400386
229,12.8576670093885,6509.43468148491,297.695489914348,-0.388018627185374,7.49751418646393,0.653924379186853,0.523141119918768,33.6912297132244
200,20.7744156172893,6512.98061776281,308.869021506001,-0.759802802000195,4.71414432253541,0.478479578390096,0.561233532395315,31.2466005959123
152,3.39465427052541,7967.52473299759,474.738631209619,0.435902247205377,13.8844789970297,0.994784039410767,0.611174191564159,35.16412594605
127,-1.53749358591162,7771.066660773,430.294050990793,0.0536197633482516,8.31467018480961,0.940499956736166,1.00352951726935,41.7267305115885
268,12.9864074020051,6493.10651803454,271.363132409912,-0.786238675471395,5.08574466321921,0.322443936998152,0.451049107459059,30.002828280859
233,23.4108865987806,6983.04617679146,319.990028263118,-0.587964543141425,9.27845967093805,0.556171144745402,0.291016254778772,26.4914333771022
148,2.0312826917852,8246.0807880162,412.10847739285,0.180671226698905,14.2749259114373,0.846771786263479,0.861018702842283,36.57820843941
204,13.5883324836409,7130.60794052055,379.479960340406,0.248985901474953,10.934818387532,0.862596701223647,0.539971908818009,28.5642950505308
190,30.2983212912986,5541.72393734649,293.90630424149,-0.260178666561842,7.75108939673542,0.62796375343956,0.503099412057865,29.7536719064322
237,29.7461152259638,6151.91585165529,265.874415939962,-0.211732686497271,9.24764873725193,0.454939066569552,0.430924535488449,30.181385700258
214,20.5374861006363,7278.42870112505,311.571131197626,0.0512945158407092,8.06469529418604,0.578705720808468,0.447782216862814,26.6348160914027
215,22.7164377825232,6790.73722211559,236.286282365985,-0.875671014655381,11.7003628762421,0.436573311267683,0.463809740411353,38.5184196052188
249,11.3433736309484,6540.90477277738,344.134001763622,0.651059116236866,14.3272552696202,0.784921731001298,0.58634998546095,32.4474317916992
270,34.9837622225736,6060.8538992464,169.486018575102,0.114293566439301,10.3887993386076,0.328740922138962,0.169214114622297,22.8865649897201
177,45.8860653580846,4884.62887437801,152.657649765656,-0.456377467606217,5.55483624988413,0.285727502508709,-0.0307110234880205,26.4098878384261
258,24.3401164042846,4946.14112139882,252.376519708637,0.421257681213319,12.9155365093046,0.572185472814406,0.431004442305814,25.2812582028277
216,19.4109513875292,5521.60385638059,409.443227513439,-0.369879259727895,8.11481001257457,0.840824810981877,0.562592503975662,33.8797033910592
291,24.1087706731159,6721.13979070618,243.343552293715,0.897690730635077,17.0153984768519,0.519174878555764,0.41242398165338,30.6706701972483
205,10.2148125491343,7623.95890310355,339.574505326791,0.877356326207519,16.2350212359395,0.771948714821269,0.672738048436934,32.2803110312458
220,19.7585908860651,6466.99017770715,320.815332480843,-0.0428480105474591,7.44085498593419,0.548117946874263,0.491100822958666,30.4988665744195
208,15.1807550635938,6482.36709641435,399.152994675354,-0.408754374831915,5.99257893573313,0.897851900960066,0.475565322725403,28.7594918410747
247,23.0744101532719,5801.91078937557,352.164561571108,0.549969807267189,11.0808611328446,0.624315776307164,0.461606312832844,32.4905659424092
179,8.9037414309587,7653.04824622883,368.809240448142,-0.045429065823555,12.8230054078107,0.804365615295126,0.702969994456292,34.7872708697958
9,-14.0250591535281,9545.07104305013,340.022818011549,0.176068083383143,12.7810333914982,0.541365642450277,0.948997545824205,36.293723259
190,11.1357347882065,7768.94616257182,332.258043881758,-0.548810173757374,5.21032435170165,0.717654949336977,0.734124611204458,33.0922068381832
119,-9.43746928554233,8070.40064706364,521.655623789453,-0.90921097388491,4.53054945727475,1.17666292117484,1.00746803366012,38.9181801218751
229,23.57347742489,6673.69607607959,193.312955979554,0.167212548200041,15.2407248933053,0.394276886932789,0.3900269033618,29.8003398359468
173,24.7643855359784,5577.95968390656,389.322271990142,0.615696820430458,14.5597927305289,0.765768174957484,0.423298096218833,31.0043327664412
192,-0.012644416132769,7404.21641646058,400.745291066719,-0.255763811990619,8.49859093959019,0.85213585391691,0.895511895295362,38.4521009451247
193,32.3230656646777,5524.76896324953,203.108489732209,-0.960581036750227,2.22757084643359,0.409453754023399,0.237002018045797,24.5780523786409
199,36.376939035942,5326.69276577334,200.398037981602,-0.609898969996721,9.29651632265819,0.351337423441428,0.317461111107849,31.757950098069
227,24.7799335076995,6110.69575475864,267.117075413535,0.622334050480276,14.6060035320593,0.458135576024258,0.418365008584466,29.6267038789608
198,16.5048690590906,6771.90310839774,349.871028054434,0.10322973318398,11.4156298063269,0.92121906432716,0.562521578460502,33.4464424071754
169,6.90977869529485,7247.54634234283,439.73028463898,-0.372299203183502,5.9062922079145,0.838176971822041,0.691703443024084,36.2123454003729
224,10.7439964467741,6809.49081581912,318.134015134197,0.464342794846743,13.0621764136653,0.580946782266779,0.680430717125668,31.7080389776767
230,24.4225921282111,5885.60461742593,366.391085369083,0.625024699606001,14.058601709497,0.718222522037015,0.343000785097486,29.1782066551892
226,26.4715136271284,4945.54476579673,254.482155567727,-0.481445050332695,6.56997503025832,0.5166396976558,0.273818891171007,28.6678762827193
187,25.6976945558326,4788.69342190279,342.275947965533,-0.653913950547576,8.68422584410805,0.750314160177821,0.360308074532291,29.0350011678514
250,24.616611564324,6566.62367631319,290.264267734907,0.232788973022252,12.7531562433975,0.524876203887913,0.415998600814539,29.0799803995183
275,20.5294730845189,6534.44317259005,237.455346862782,0.792949443683028,16.9730568758492,0.40043887395222,0.475073590101579,27.921435347521
